date,sendung,prozent,frames,res,url
2019-04-05,t20,0%,948FNANA,1/1,http://media.tagesschau.de/video/2019/0405/TV-20190405-2023-4801.h264.mp4
2019-04-05,tth,0%,954FNANA,1/1,http://media.tagesschau.de/video/2019/0405/TV-20190405-2221-5101.h264.mp4
2019-04-05,hjo,0%,1787FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190405_sendung_hjo/1/190405_sendung_hjo_776k_p11v14.mp4
2019-04-06,h19,0%,1226FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190406_sendung_h19/1/190406_sendung_h19_776k_p11v14.mp4
2019-04-06,t20,13.5%,612F120T,1/1,http://media.tagesschau.de/video/2019/0406/TV-20190406-2020-3301.h264.mp4
2019-04-06,hjo,0%,935FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190406_sendung_hjo/1/190406_sendung_hjo_776k_p11v14.mp4
2019-04-06,tth,9.8%,729F122T,1/1,http://media.tagesschau.de/video/2019/0407/TV-20190407-0000-0801.h264.mp4
2019-04-07,h19,2.5%,561F15T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190407_sendung_h19/1/190407_sendung_h19_776k_p11v14.mp4
2019-04-07,t20,6.5%,686F62T,1/1,http://media.tagesschau.de/video/2019/0407/TV-20190407-2021-5501.h264.mp4
2019-04-07,hjo,0%,1746FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190407_sendung_hjo/1/190407_sendung_hjo_776k_p11v14.mp4
2019-04-07,tth,24.3%,676F150T,1/1,http://media.tagesschau.de/video/2019/0407/TV-20190407-2313-2301.h264.mp4
2019-04-08,h19,3.9%,1016F24T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190408_sendung_h19/1/190408_sendung_h19_776k_p11v14.mp4
2019-04-08,t20,0%,908FNANA,1/1,http://media.tagesschau.de/video/2019/0408/TV-20190408-2021-2401.h264.mp4
2019-04-08,hjo,0%,1708FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190408_sendung_hjo/1/190408_sendung_hjo_776k_p11v14.mp4
2019-04-08,tth,0%,1783FNANA,1/1,http://media.tagesschau.de/video/2019/0408/TV-20190408-2252-1001.h264.mp4
2019-04-09,h19,3.4%,1089F11T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190409_sendung_h19/1/190409_sendung_h19_776k_p11v14.mp4
2019-04-09,t20,0%,970FNANA,1/1,http://media.tagesschau.de/video/2019/0409/TV-20190409-2023-3201.h264.mp4
2019-04-09,hjo,0%,1760FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190409_sendung_hjo/1/190409_sendung_hjo_776k_p11v14.mp4
2019-04-09,tth,0%,1814FNANA,1/1,http://media.tagesschau.de/video/2019/0409/TV-20190409-2255-0001.h264.mp4
2019-04-10,h19,9.9%,25F15T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190410_sendung_h19/1/190410_sendung_h19_776k_p11v14.mp4
2019-04-10,t20,9.3%,728F85T,1/1,http://media.tagesschau.de/video/2019/0410/TV-20190410-2107-5101.h264.mp4
2019-04-10,hjo,0%,1564FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190410_sendung_hjo/1/190410_sendung_hjo_776k_p11v14.mp4
2019-04-10,tth,9.7%,13F20T,1/1,http://media.tagesschau.de/video/2019/0410/TV-20190410-2312-2001.h264.mp4
2019-04-11,h19,2.4%,1036F29T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190411_sendung_h19/1/190411_sendung_h19_776k_p11v14.mp4
2019-04-11,t20,0%,904FNANA,1/1,http://media.tagesschau.de/video/2019/0411/TV-20190411-2018-5101.h264.mp4
2019-04-11,hjo,0%,1744FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190411_sendung_hjo/1/190411_sendung_hjo_776k_p11v14.mp4
2019-04-11,tth,0%,1825FNANA,1/1,http://media.tagesschau.de/video/2019/0411/TV-20190411-2253-3901.h264.mp4
2019-04-12,h19,4.7%,992F42T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190412_sendung_h19/1/190412_sendung_h19_776k_p11v14.mp4
2019-04-12,t20,0%,908FNANA,1/1,http://media.tagesschau.de/video/2019/0412/TV-20190412-2020-3801.h264.mp4
2019-04-12,tth,0%,902FNANA,1/1,http://media.tagesschau.de/video/2019/0412/TV-20190412-2239-4601.h264.mp4
2019-04-12,hjo,0%,1908FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190412_sendung_hjo/1/190412_sendung_hjo_776k_p11v14.mp4
2019-04-13,h19,6.3%,904F41T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190413_sendung_h19/1/190413_sendung_h19_776k_p11v14.mp4
2019-04-13,t20,17.5%,628F119T,1/1,http://media.tagesschau.de/video/2019/0413/TV-20190413-2024-1801.h264.mp4
2019-04-13,hjo,19%,703F170T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190413_sendung_hjo/1/190413_sendung_hjo_776k_p11v14.mp4
2019-04-13,tth,15.7%,708F69T,1/1,http://media.tagesschau.de/video/2019/0413/TV-20190413-2345-1601.h264.mp4
2019-04-14,h19,5.1%,534F30T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190414_sendung_h19/1/190414_sendung_h19_776k_p11v14.mp4
2019-04-14,t20,15.1%,755F119T,1/1,http://media.tagesschau.de/video/2019/0414/TV-20190414-2023-2001.h264.mp4
2019-04-14,hjo,0%,1726FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190414_sendung_hjo/1/190414_sendung_hjo_776k_p11v14.mp4
2019-04-14,tth,28.8%,699F136T,1/1,http://media.tagesschau.de/video/2019/0414/TV-20190414-2345-0801.h264.mp4
2019-04-15,h19,7.1%,968F58T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190415_sendung_h19/1/190415_sendung_h19_776k_p11v14.mp4
2019-04-15,t20,0%,932FNANA,1/1,http://media.tagesschau.de/video/2019/0415/TV-20190415-2020-1901.h264.mp4
2019-04-15,hjo,0%,1907FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190415_sendung_hjo/1/190415_sendung_hjo_776k_p11v14.mp4
2019-04-15,tth,0%,2050FNANA,1/1,http://media.tagesschau.de/video/2019/0415/TV-20190415-2300-0401.h264.mp4
2019-04-16,h19,2.2%,1024F26T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190416_sendung_h19/1/190416_sendung_h19_776k_p11v14.mp4
2019-04-16,t20,0%,920FNANA,1/1,http://media.tagesschau.de/video/2019/0416/TV-20190416-2021-3001.h264.mp4
2019-04-16,hjo,0.8%,205F15T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190416_sendung_hjo/1/190416_sendung_hjo_776k_p11v14.mp4
2019-04-16,tth,0%,1763FNANA,1/1,http://media.tagesschau.de/video/2019/0416/TV-20190416-2309-2901.h264.mp4
2019-04-17,h19,7.9%,988F39T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190417_sendung_h19/1/190417_sendung_h19_776k_p11v14.mp4
2019-04-17,t20,0%,935FNANA,1/1,http://media.tagesschau.de/video/2019/0417/TV-20190417-2020-2601.h264.mp4
2019-04-17,hjo,0%,1759FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190417_sendung_hjo/1/190417_sendung_hjo_776k_p11v14.mp4
2019-04-17,tth,0%,1913FNANA,1/1,http://media.tagesschau.de/video/2019/0417/TV-20190417-2352-2601.h264.mp4
2019-04-18,h19,5.9%,941F47T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190418_sendung_h19/1/190418_sendung_h19_776k_p11v14.mp4
2019-04-18,t20,0%,927FNANA,1/1,http://media.tagesschau.de/video/2019/0418/TV-20190418-2022-2001.h264.mp4
2019-04-18,hjo,0%,1759FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190418_sendung_hjo/1/190418_sendung_hjo_776k_p11v14.mp4
2019-04-18,tth,3.4%,1554F60T,1/1,http://media.tagesschau.de/video/2019/0419/TV-20190419-0008-0201.h264.mp4
2019-04-19,h19,11%,24F11T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190419_sendung_h19/1/190419_sendung_h19_776k_p11v14.mp4
2019-04-19,t20,0%,939FNANA,1/1,http://media.tagesschau.de/video/2019/0419/TV-20190419-2019-3901.h264.mp4
2019-04-19,tth,0%,949FNANA,1/1,http://media.tagesschau.de/video/2019/0419/TV-20190419-2348-3001.h264.mp4
2019-04-20,h19,5.2%,910F47T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190420_sendung_h19/1/190420_sendung_h19_776k_p11v14.mp4
2019-04-20,t20,15.8%,653F120T,1/1,http://media.tagesschau.de/video/2019/0420/TV-20190420-2021-1401.h264.mp4
2019-04-20,hjo,0%,911FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190420_sendung_hjo/1/190420_sendung_hjo_776k_p11v14.mp4
2019-04-20,tth,19.1%,691F65T,1/1,http://media.tagesschau.de/video/2019/0421/TV-20190421-0016-2901.h264.mp4
2019-04-21,h19,0%,617FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190421_sendung_h19/1/190421_sendung_h19_776k_p11v14.mp4
2019-04-21,t20,6.3%,780F59T,1/1,http://media.tagesschau.de/video/2019/0421/TV-20190421-2020-1601.h264.mp4
2019-04-21,hjo,0%,1079FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190421_sendung_hjo/1/190421_sendung_hjo_776k_p11v14.mp4
2019-04-21,tth,23.8%,826F146T,1/1,http://media.tagesschau.de/video/2019/0421/TV-20190421-2343-2401.h264.mp4
2019-04-22,h19,8.1%,675F19T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190422_sendung_h19/2/190422_sendung_h19_776k_p11v14.mp4
2019-04-22,t20,0%,931FNANA,1/1,http://media.tagesschau.de/video/2019/0422/TV-20190422-2022-2601.h264.mp4
2019-04-22,hjo,0%,921FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190422_sendung_hjo/1/190422_sendung_hjo_776k_p11v14.mp4
2019-04-22,tth,0%,949FNANA,1/1,http://media.tagesschau.de/video/2019/0422/TV-20190422-2335-2001.h264.mp4
2019-04-23,h19,7.2%,925F46T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190423_sendung_h19/1/190423_sendung_h19_776k_p11v14.mp4
2019-04-23,t20,0%,949FNANA,1/1,http://media.tagesschau.de/video/2019/0423/TV-20190423-2021-2101.h264.mp4
2019-04-23,tth,0%,481FNANA,1/1,http://media.tagesschau.de/video/2019/0423/TV-20190423-2146-2201.h264.mp4
2019-04-23,hjo,3.4%,1335F61T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190423_sendung_hjo/1/190423_sendung_hjo_776k_p11v14.mp4
2019-04-24,h19,8.4%,993F71T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190424_sendung_h19/1/190424_sendung_h19_776k_p11v14.mp4
2019-04-24,t20,0%,913FNANA,1/1,http://media.tagesschau.de/video/2019/0424/TV-20190424-2020-2101.h264.mp4
2019-04-24,tth,0%,461FNANA,1/1,http://media.tagesschau.de/video/2019/0424/TV-20190424-2145-2801.h264.mp4
2019-04-24,hjo,0%,1773FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190424_sendung_hjo/1/190424_sendung_hjo_776k_p11v14.mp4
2019-04-25,h19,6.9%,984F34T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190425_sendung_h19/1/190425_sendung_h19_776k_p11v14.mp4
2019-04-25,t20,0%,935FNANA,1/1,http://media.tagesschau.de/video/2019/0425/TV-20190425-2019-3901.h264.mp4
2019-04-25,hjo,0%,1765FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190425_sendung_hjo/1/190425_sendung_hjo_776k_p11v14.mp4
2019-04-25,tth,0%,1794FNANA,1/1,http://media.tagesschau.de/video/2019/0425/TV-20190425-2252-4401.h264.mp4
2019-04-26,h19,7.2%,969F9T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190426_sendung_h19/1/190426_sendung_h19_776k_p11v14.mp4
2019-04-26,t20,0%,910FNANA,1/1,http://media.tagesschau.de/video/2019/0426/TV-20190426-2021-3701.h264.mp4
2019-04-26,tth,0%,996FNANA,1/1,http://media.tagesschau.de/video/2019/0426/TV-20190426-2206-5801.h264.mp4
2019-04-26,hjo,0.7%,1424F13T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190426_sendung_hjo/1/190426_sendung_hjo_776k_p11v14.mp4
2019-04-27,h19,4%,929F33T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190427_sendung_h19/1/190427_sendung_h19_776k_p11v14.mp4
2019-04-27,t20,17.9%,601F116T,1/1,http://media.tagesschau.de/video/2019/0427/TV-20190427-2023-3001.h264.mp4
2019-04-27,hjo,0%,895FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190427_sendung_hjo/1/190427_sendung_hjo_776k_p11v14.mp4
2019-04-27,tth,20.1%,15F13T,1/1,http://media.tagesschau.de/video/2019/0428/TV-20190428-0001-3401.h264.mp4
2019-04-28,h19,14.2%,35F9T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190428_sendung_h19/1/190428_sendung_h19_776k_p11v14.mp4
2019-04-28,t20,10.5%,745F61T,1/1,http://media.tagesschau.de/video/2019/0428/TV-20190428-2021-3501.h264.mp4
2019-04-28,hjo,0%,1676FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190428_sendung_hjo/1/190428_sendung_hjo_776k_p11v14.mp4
2019-04-28,tth,28.8%,661F152T,1/1,http://media.tagesschau.de/video/2019/0428/TV-20190428-2340-5101.h264.mp4
2019-04-29,h19,6.3%,1008F55T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190429_sendung_h19/1/190429_sendung_h19_776k_p11v14.mp4
2019-04-29,hjo,0%,1770FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190429_sendung_hjo/1/190429_sendung_hjo_776k_p11v14.mp4
2019-04-29,tth,0%,1763FNANA,1/1,http://media.tagesschau.de/video/2019/0429/TV-20190429-2308-2201.h264.mp4
2019-04-29,t20,0%,913FNANA,1/1,http://media.tagesschau.de/video/2019/0429/TV-20190429-2028-2401.h264.mp4
2019-04-30,h19,6.9%,1003F41T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190430_sendung_h19/2/190430_sendung_h19_776k_p11v14.mp4
2019-04-30,t20,0%,908FNANA,1/1,http://media.tagesschau.de/video/2019/0430/TV-20190430-2024-2601.h264.mp4
2019-04-30,hjo,0%,1704FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/04/190430_sendung_hjo/2/190430_sendung_hjo_776k_p11v14.mp4
2019-04-30,tth,0%,1744FNANA,1/1,http://media.tagesschau.de/video/2019/0430/TV-20190430-2301-3901.h264.mp4
2019-05-01,h19,10%,725F58T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190501_sendung_h19/1/190501_sendung_h19_776k_p11v14.mp4
2019-05-01,t20,0%,916FNANA,1/1,http://media.tagesschau.de/video/2019/0501/TV-20190501-2027-4101.h264.mp4
2019-05-01,hjo,6.1%,792F31T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190501_sendung_hjo/1/190501_sendung_hjo_776k_p11v14.mp4
2019-05-01,tth,0%,1780FNANA,1/1,http://media.tagesschau.de/video/2019/0501/TV-20190501-2341-1301.h264.mp4
2019-05-02,h19,9%,22F9T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190502_sendung_h19/1/190502_sendung_h19_776k_p11v14.mp4
2019-05-02,t20,0%,923FNANA,1/1,http://media.tagesschau.de/video/2019/0502/TV-20190502-2026-5501.h264.mp4
2019-05-02,hjo,0%,1750FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190502_sendung_hjo/1/190502_sendung_hjo_776k_p11v14.mp4
2019-05-02,tth,0%,1727FNANA,1/1,http://media.tagesschau.de/video/2019/0502/TV-20190502-2259-4501.h264.mp4
2019-05-03,h19,4.8%,22F9T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190503_sendung_h19/1/190503_sendung_h19_776k_p11v14.mp4
2019-05-03,t20,0%,936FNANA,1/1,http://media.tagesschau.de/video/2019/0503/TV-20190503-2023-1801.h264.mp4
2019-05-03,tth,0%,887FNANA,1/1,http://media.tagesschau.de/video/2019/0503/TV-20190503-2209-4601.h264.mp4
2019-05-03,hjo,0%,1448FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190503_sendung_hjo/1/190503_sendung_hjo_776k_p11v14.mp4
2019-05-04,h19,21.3%,29F14T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190504_sendung_h19/1/190504_sendung_h19_776k_p11v14.mp4
2019-05-04,t20,13.2%,630F121T,1/1,http://media.tagesschau.de/video/2019/0504/TV-20190504-2021-2001.h264.mp4
2019-05-04,hjo,0%,859FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190504_sendung_hjo/1/190504_sendung_hjo_776k_p11v14.mp4
2019-05-04,tth,15.2%,720F90T,1/1,http://media.tagesschau.de/video/2019/0504/TV-20190504-2346-2601.h264.mp4
2019-05-05,h19,2.5%,521F15T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190505_sendung_h19/1/190505_sendung_h19_776k_p11v14.mp4
2019-05-05,t20,11.2%,685F102T,1/1,http://media.tagesschau.de/video/2019/0505/TV-20190505-2021-3401.h264.mp4
2019-05-05,hjo,0.8%,1444F14T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190505_sendung_hjo/1/190505_sendung_hjo_776k_p11v14.mp4
2019-05-05,tth,19.5%,968F181T,1/1,http://media.tagesschau.de/video/2019/0505/TV-20190505-2321-1301.h264.mp4
2019-05-06,h19,4.2%,981F51T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190506_sendung_h19/1/190506_sendung_h19_776k_p11v14.mp4
2019-05-06,t20,0%,931FNANA,1/1,http://media.tagesschau.de/video/2019/0506/TV-20190506-2023-3401.h264.mp4
2019-05-06,hjo,0%,1824FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190506_sendung_hjo/1/190506_sendung_hjo_776k_p11v14.mp4
2019-05-06,tth,0%,1802FNANA,1/1,http://media.tagesschau.de/video/2019/0506/TV-20190506-2303-0901.h264.mp4
2019-05-07,h19,6.5%,32F9T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190507_sendung_h19/1/190507_sendung_h19_776k_p11v14.mp4
2019-05-07,t20,0%,951FNANA,1/1,http://media.tagesschau.de/video/2019/0507/TV-20190507-2024-2001.h264.mp4
2019-05-07,hjo,0%,1796FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190507_sendung_hjo/1/190507_sendung_hjo_776k_p11v14.mp4
2019-05-07,tth,0%,1937FNANA,1/1,http://media.tagesschau.de/video/2019/0507/TV-20190507-2303-2001.h264.mp4
2019-05-08,h19,8.7%,27F9T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190508_sendung_h19/1/190508_sendung_h19_776k_p11v14.mp4
2019-05-08,t20,8.9%,715F82T,1/1,http://media.tagesschau.de/video/2019/0508/TV-20190508-2021-2501.h264.mp4
2019-05-08,hjo,1.1%,1383F19T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190508_sendung_hjo/1/190508_sendung_hjo_776k_p11v14.mp4
2019-05-08,tth,0%,1813FNANA,1/1,http://media.tagesschau.de/video/2019/0508/TV-20190508-2310-2501.h264.mp4
2019-05-09,h19,6.6%,906F36T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190509_sendung_h19/1/190509_sendung_h19_776k_p11v14.mp4
2019-05-09,t20,6.5%,792F61T,1/1,http://media.tagesschau.de/video/2019/0509/TV-20190509-2023-3501.h264.mp4
2019-05-09,hjo,0%,1795FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190509_sendung_hjo/1/190509_sendung_hjo_776k_p11v14.mp4
2019-05-09,tth,0%,1838FNANA,1/1,http://media.tagesschau.de/video/2019/0509/TV-20190509-2258-2801.h264.mp4
2019-05-10,h19,9.4%,22F12T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190510_sendung_h19/1/190510_sendung_h19_776k_p11v14.mp4
2019-05-10,t20,9%,753F82T,1/1,http://media.tagesschau.de/video/2019/0510/TV-20190510-2021-1601.h264.mp4
2019-05-10,tth,0%,866FNANA,1/1,http://media.tagesschau.de/video/2019/0510/TV-20190510-2210-5901.h264.mp4
2019-05-10,hjo,11.9%,1072F54T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190510_sendung_hjo/1/190510_sendung_hjo_776k_p11v14.mp4
2019-05-11,h19,5.8%,26F11T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190511_sendung_h19/1/190511_sendung_h19_776k_p11v14.mp4
2019-05-11,t20,16.4%,652F116T,1/1,http://media.tagesschau.de/video/2019/0511/TV-20190511-2118-5501.h264.mp4
2019-05-11,hjo,0%,933FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190511_sendung_hjo/1/190511_sendung_hjo_776k_p11v14.mp4
2019-05-11,tth,15.8%,751F66T,1/1,http://media.tagesschau.de/video/2019/0512/TV-20190512-0006-5001.h264.mp4
2019-05-12,h19,10%,25F12T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190512_sendung_h19/1/190512_sendung_h19_776k_p11v14.mp4
2019-05-12,t20,10.5%,635F93T,1/1,http://media.tagesschau.de/video/2019/0512/TV-20190512-2053-2601.h264.mp4
2019-05-12,hjo,18.1%,1164F16T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190512_sendung_hjo/2/190512_sendung_hjo_776k_p11v14.mp4
2019-05-12,tth,12.5%,684F106T,1/1,http://media.tagesschau.de/video/2019/0512/TV-20190512-2321-2201.h264.mp4
2019-05-13,h19,14.9%,27F13T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190513_sendung_h19/2/190513_sendung_h19_776k_p11v14.mp4
2019-05-13,t20,0%,918FNANA,1/1,http://media.tagesschau.de/video/2019/0513/TV-20190513-2031-3702.h264.mp4
2019-05-13,hjo,0%,1828FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190513_sendung_hjo/1/190513_sendung_hjo_776k_p11v14.mp4
2019-05-13,tth,0%,1784FNANA,1/1,http://media.tagesschau.de/video/2019/0513/TV-20190513-2257-2901.h264.mp4
2019-05-14,h19,4.7%,1025F43T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190514_sendung_h19/1/190514_sendung_h19_776k_p11v14.mp4
2019-05-14,t20,0%,931FNANA,1/1,http://media.tagesschau.de/video/2019/0514/TV-20190514-2022-1501.h264.mp4
2019-05-14,hjo,0%,1762FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190514_sendung_hjo/1/190514_sendung_hjo_776k_p11v14.mp4
2019-05-14,tth,0%,1828FNANA,1/1,http://media.tagesschau.de/video/2019/0514/TV-20190514-2259-1901.h264.mp4
2019-05-15,h19,17%,27F15T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190515_sendung_h19/1/190515_sendung_h19_776k_p11v14.mp4
2019-05-15,t20,0%,929FNANA,1/1,http://media.tagesschau.de/video/2019/0515/TV-20190515-2022-4601.h264.mp4
2019-05-15,hjo,0%,1719FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190515_sendung_hjo/1/190515_sendung_hjo_776k_p11v14.mp4
2019-05-15,tth,0%,1780FNANA,1/1,http://media.tagesschau.de/video/2019/0515/TV-20190515-2311-0001.h264.mp4
2019-05-16,h19,9.7%,20F11T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190516_sendung_h19/2/190516_sendung_h19_776k_p11v14.mp4
2019-05-16,t20,0%,940FNANA,1/1,http://media.tagesschau.de/video/2019/0516/TV-20190516-2020-4501.h264.mp4
2019-05-16,hjo,0%,1866FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190516_sendung_hjo/1/190516_sendung_hjo_776k_p11v14.mp4
2019-05-16,tth,0%,1801FNANA,1/1,http://media.tagesschau.de/video/2019/0516/TV-20190516-2258-0101.h264.mp4
2019-05-17,h19,9.9%,20F8T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190517_sendung_h19/1/190517_sendung_h19_776k_p11v14.mp4
2019-05-17,t20,0%,926FNANA,1/1,http://media.tagesschau.de/video/2019/0517/TV-20190517-2021-3101.h264.mp4
2019-05-17,tth,1.8%,755F17T,1/1,http://media.tagesschau.de/video/2019/0517/TV-20190517-2212-4901.h264.mp4
2019-05-17,hjo,0%,1837FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190517_sendung_hjo/1/190517_sendung_hjo_776k_p11v14.mp4
2019-05-18,h19,2.4%,26F13T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190518_sendung_h19/1/190518_sendung_h19_776k_p11v14.mp4
2019-05-18,t20,19.4%,22F14T,1/1,http://media.tagesschau.de/video/2019/0518/TV-20190518-2025-3501.h264.mp4
2019-05-18,tth,0%,484FNANA,1/1,http://media.tagesschau.de/video/2019/0518/TV-20190518-2113-1001.h264.mp4
2019-05-18,hjo,1%,1135F3T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190518_sendung_hjo/1/190518_sendung_hjo_776k_p11v14.mp4
2019-05-19,h19,17.4%,29F12T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190519_sendung_h19/1/190519_sendung_h19_776k_p11v14.mp4
2019-05-19,t20,5%,782F45T,1/1,http://media.tagesschau.de/video/2019/0519/TV-20190519-2022-0701.h264.mp4
2019-05-19,hjo,9.6%,1311F20T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190519_sendung_hjo/1/190519_sendung_hjo_776k_p11v14.mp4
2019-05-19,tth,0%,1188FNANA,1/1,http://media.tagesschau.de/video/2019/0519/TV-20190519-2312-0401.h264.mp4
2019-05-20,h19,7.2%,945F51T,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190520_sendung_h19/1/190520_sendung_h19_776k_p11v14.mp4
2019-05-20,t20,0%,920FNANA,1/1,http://media.tagesschau.de/video/2019/0520/TV-20190520-2023-1501.h264.mp4
2019-05-20,hjo,0%,1929FNANA,1/1,https://downloadzdf-a.akamaihd.net/mp4/zdf/19/05/190520_sendung_hjo/1/190520_sendung_hjo_776k_p11v14.mp4
